N,P,K,temperature,humidity,ph,rainfall,label
41.9,64.7,55.4,34.28,95.0,6.67,136.11,papaya
57.4,64.8,46.8,34.19,95.0,6.65,129.0,papaya
32.4,56.4,59.2,33.36,93.36,6.83,139.72,papaya
55.8,63.4,38.8,33.42,91.82,7.05,150.71,papaya
46.3,75.0,49.6,34.17,93.96,7.2,164.62,papaya
64.6,70.1,54.6,38.2,88.04,6.57,158.48,papaya
33.5,65.5,53.2,33.58,90.6,6.66,143.78,papaya
62.4,67.5,48.8,34.55,95.0,6.59,146.11,papaya
65.5,65.2,45.8,34.3,89.79,6.7,109.66,papaya
41.1,59.5,40.1,31.15,87.95,6.7,132.3,papaya
48.3,65.6,54.6,32.02,92.5,6.79,142.26,papaya
56.4,52.9,48.4,33.28,95.0,7.11,145.29,papaya
55.9,61.6,64.6,30.03,95.0,6.65,150.7,papaya
61.3,64.8,70.5,32.37,95.0,6.93,148.38,papaya
46.5,62.1,49.7,33.89,89.49,6.72,164.1,papaya
48.0,61.2,61.0,34.14,89.93,6.45,149.08,papaya
36.1,59.2,47.7,32.33,90.09,7.38,135.07,papaya
44.2,60.4,46.6,32.95,86.41,6.87,128.68,papaya
53.1,43.4,50.7,36.33,90.9,6.87,134.23,papaya
54.0,65.1,55.6,29.41,90.71,7.19,149.1,papaya
55.8,53.2,65.3,31.5,87.87,6.81,145.15,papaya
45.1,65.0,53.9,33.19,84.57,7.08,130.34,papaya
39.9,68.7,47.8,32.84,90.55,7.17,146.15,papaya
48.3,48.5,45.3,33.59,95.0,6.48,147.22,papaya
55.5,46.3,49.7,33.95,87.13,6.7,130.27,papaya
50.3,64.8,57.4,35.22,94.02,6.77,143.7,papaya
50.6,67.2,52.4,32.07,90.4,6.73,144.09,papaya
53.2,61.0,52.0,32.1,92.01,6.66,155.18,papaya
67.6,53.0,47.4,32.51,89.94,6.47,137.14,papaya
49.8,54.4,36.8,31.35,95.0,6.3,164.19,papaya
52.2,73.7,87.2,34.49,92.62,7.19,142.37,papaya
56.7,61.9,48.7,30.9,92.63,6.55,142.28,papaya
58.9,57.6,62.9,30.84,93.68,6.13,131.78,papaya
45.1,63.4,57.8,34.05,91.07,6.65,138.05,papaya
49.9,53.7,41.9,31.63,91.25,7.38,137.98,papaya
35.2,59.3,54.5,34.23,93.24,7.22,142.26,papaya
41.2,63.5,40.4,34.97,95.0,7.12,126.63,papaya
48.7,65.4,57.0,31.54,88.05,6.84,143.24,papaya
67.0,63.1,52.2,30.95,91.29,6.13,150.05,papaya
47.3,66.5,56.1,37.53,89.96,6.34,150.98,papaya
44.8,61.5,48.1,35.28,94.07,6.97,124.49,papaya
54.8,60.1,59.8,33.82,85.88,6.82,136.05,papaya
55.9,54.6,45.2,35.25,95.0,6.72,150.69,papaya
47.7,59.1,52.4,37.79,94.7,6.74,142.85,papaya
25.2,58.0,50.0,35.68,85.83,6.82,136.67,papaya
65.5,69.6,52.4,34.03,90.9,6.96,121.66,papaya
59.7,52.1,42.5,35.35,92.04,7.05,148.65,papaya
49.7,57.0,64.6,34.48,93.42,6.65,140.76,papaya
60.6,64.5,47.7,35.07,95.0,6.44,126.27,papaya
44.7,59.4,53.7,33.65,95.0,7.26,138.18,papaya
56.3,61.3,55.7,33.71,95.0,6.99,157.21,papaya
50.6,68.9,46.1,34.47,95.0,6.46,132.61,papaya
57.1,47.8,45.0,38.21,95.0,6.22,133.18,papaya
45.9,64.5,34.1,35.45,89.77,6.82,134.27,papaya
46.4,59.9,47.1,33.98,95.0,7.28,141.57,papaya
52.0,51.3,35.9,36.96,95.0,6.32,117.6,papaya
42.9,65.4,44.3,35.62,92.56,6.75,136.04,papaya
45.2,49.1,48.1,37.0,88.72,7.36,126.8,papaya
44.5,68.5,34.0,35.01,90.55,5.98,148.75,papaya
47.4,53.1,55.8,34.32,90.98,6.84,145.32,papaya
53.3,55.5,44.4,32.33,91.21,6.52,131.89,papaya
46.1,54.8,43.0,35.26,87.09,6.55,149.83,papaya
37.0,59.1,46.1,32.2,85.41,6.08,128.56,papaya
50.9,44.9,35.9,30.34,95.0,6.74,139.52,papaya
36.6,59.1,53.6,35.26,90.76,7.09,137.22,papaya
52.5,60.9,41.0,34.93,95.0,6.7,158.64,papaya
60.3,54.5,48.5,33.15,87.99,6.59,122.18,papaya
57.9,53.8,52.6,32.6,93.47,6.8,148.66,papaya
62.1,60.6,46.0,32.85,87.47,7.11,123.93,papaya
51.1,78.4,49.8,33.02,87.05,6.51,122.16,papaya
51.6,60.5,51.6,34.3,88.52,6.74,161.63,papaya
42.6,63.2,43.3,32.96,88.96,6.46,133.08,papaya
50.3,45.6,48.8,33.02,95.0,7.28,133.24,papaya
56.9,49.0,40.0,34.87,89.2,7.22,149.57,papaya
45.2,61.7,56.0,40.36,87.98,6.9,133.09,papaya
49.2,51.9,61.2,31.81,92.96,6.3,136.03,papaya
41.9,57.7,45.4,35.4,90.24,6.52,145.98,papaya
38.0,66.2,46.3,32.16,95.0,7.09,136.33,papaya
37.2,57.1,53.9,32.9,88.77,6.37,150.54,papaya
42.8,72.0,41.3,32.44,93.71,6.65,149.29,papaya
45.5,51.7,47.6,29.88,95.0,6.4,141.52,papaya
47.7,49.9,50.6,31.47,83.81,6.77,140.33,papaya
58.1,54.5,52.6,35.56,95.0,6.76,138.54,papaya
55.9,60.1,48.9,35.45,90.33,6.43,150.49,papaya
56.1,55.9,64.3,31.79,88.92,6.93,141.03,papaya
42.0,60.6,36.2,33.49,90.88,6.86,150.13,papaya
59.4,61.3,51.2,35.98,88.87,6.3,133.89,papaya
38.7,50.0,44.6,35.19,94.73,6.61,153.45,papaya
45.3,53.7,56.0,31.74,93.99,6.94,157.28,papaya
48.7,60.8,46.5,34.8,91.03,6.82,136.09,papaya
15.7,12.4,27.3,25.71,95.0,5.87,191.76,coconut
5.6,12.2,24.6,29.62,95.0,5.47,174.64,coconut
24.9,16.7,34.3,25.45,92.88,5.6,167.72,coconut
25.0,12.4,22.3,29.14,93.43,6.1,174.55,coconut
22.0,8.0,27.4,27.17,92.48,6.04,174.69,coconut
17.1,11.8,41.4,23.95,84.71,5.94,181.11,coconut
18.8,15.8,48.0,29.57,94.79,6.09,170.88,coconut
14.6,5.0,24.1,24.97,95.0,6.0,187.57,coconut
22.0,6.0,16.3,27.3,91.61,5.9,179.48,coconut
20.2,12.9,43.5,23.52,93.67,6.28,162.67,coconut
25.6,20.1,23.8,28.68,88.17,6.54,189.97,coconut
18.0,13.9,34.5,29.09,92.76,5.39,187.97,coconut
18.8,14.0,21.1,28.27,89.69,6.23,171.16,coconut
0.0,22.4,42.1,28.14,87.78,6.08,200.24,coconut
28.7,19.8,29.8,27.22,95.0,6.23,163.7,coconut
18.8,23.6,32.7,33.94,86.95,6.34,173.85,coconut
0.0,10.7,35.5,27.97,91.39,5.64,180.94,coconut
17.7,5.0,37.9,27.25,94.29,5.53,181.04,coconut
17.5,8.0,26.8,28.05,95.0,6.18,152.75,coconut
6.7,21.2,45.7,24.52,90.0,6.58,166.15,coconut
21.4,24.8,12.7,30.5,93.14,6.63,184.22,coconut
13.1,22.2,40.1,26.92,95.0,6.02,188.96,coconut
5.7,13.8,23.4,29.44,95.0,5.61,194.12,coconut
22.0,5.7,33.3,31.27,90.45,6.38,160.28,coconut
27.1,9.5,32.8,26.72,93.56,5.56,169.27,coconut
7.7,27.2,31.7,25.54,95.0,5.78,139.19,coconut
6.2,16.2,42.6,26.92,94.78,6.12,157.6,coconut
22.0,21.2,28.2,28.04,95.0,5.97,169.74,coconut
22.4,5.0,29.8,31.0,95.0,6.29,172.79,coconut
28.8,25.1,30.6,24.02,95.0,6.27,191.24,coconut
19.4,13.1,17.5,24.7,89.14,6.44,159.65,coconut
24.1,19.6,26.6,30.48,95.0,5.64,181.68,coconut
16.9,14.9,16.6,27.14,95.0,6.34,156.84,coconut
21.8,13.8,40.7,25.6,95.0,5.88,142.89,coconut
30.5,12.7,41.4,26.14,91.46,6.03,176.34,coconut
5.3,23.8,16.2,24.66,90.97,6.02,161.41,coconut
34.3,6.9,37.2,29.31,94.1,6.02,192.74,coconut
20.8,22.8,32.1,23.43,90.4,6.24,167.99,coconut
11.0,12.2,29.4,29.54,95.0,6.08,179.27,coconut
24.7,17.8,31.4,24.41,93.1,6.14,191.99,coconut
16.1,18.7,23.6,24.07,95.0,5.76,168.33,coconut
30.8,5.0,29.2,26.3,94.62,6.06,169.87,coconut
18.7,5.9,16.8,25.88,92.29,6.5,192.19,coconut
24.7,15.5,26.8,26.6,93.78,6.07,176.39,coconut
13.9,9.6,28.4,29.63,95.0,5.87,184.21,coconut
21.0,26.8,40.1,25.18,95.0,6.12,187.33,coconut
25.5,27.2,37.7,27.15,92.06,5.52,189.32,coconut
28.7,5.0,37.9,28.14,89.34,5.85,183.21,coconut
23.1,11.8,27.2,29.23,91.18,5.7,202.1,coconut
13.3,27.6,22.8,23.55,90.29,5.85,162.76,coconut
28.7,7.0,14.3,26.22,90.1,6.6,194.6,coconut
29.5,21.0,36.7,25.44,94.04,5.92,205.71,coconut
37.1,5.0,32.8,28.56,95.0,6.37,183.27,coconut
22.9,7.2,40.9,27.18,94.03,5.99,163.31,coconut
23.6,21.1,25.7,28.13,91.22,6.33,186.39,coconut
17.1,8.9,23.2,26.12,95.0,5.64,163.84,coconut
14.1,15.1,31.8,30.53,90.14,6.15,178.28,coconut
14.6,10.0,40.5,26.84,86.41,6.1,193.96,coconut
24.1,18.4,26.9,26.08,95.0,6.12,170.33,coconut
25.2,8.4,40.1,28.77,90.73,6.87,175.27,coconut
18.6,14.4,33.4,25.22,95.0,5.92,168.54,coconut
17.3,24.8,34.1,23.87,95.0,5.78,188.35,coconut
6.7,23.3,29.0,30.15,94.35,5.67,150.51,coconut
20.9,17.1,27.8,32.02,95.0,5.06,181.85,coconut
29.7,11.0,38.7,28.16,95.0,5.66,183.24,coconut
24.6,22.4,39.1,30.31,95.0,6.19,173.74,coconut
13.8,11.3,20.6,28.23,90.97,5.91,180.9,coconut
11.4,20.3,28.9,29.45,95.0,5.36,172.36,coconut
23.7,22.6,31.2,26.9,95.0,6.3,163.83,coconut
31.0,18.7,31.5,24.39,91.34,6.37,186.91,coconut
25.8,6.7,29.8,25.22,95.0,6.47,200.86,coconut
28.2,16.2,30.1,31.02,95.0,5.67,190.96,coconut
20.7,18.3,30.3,28.43,95.0,6.06,183.3,coconut
18.6,5.0,28.4,28.17,94.11,5.59,191.07,coconut
10.5,12.2,31.1,26.13,95.0,5.57,167.7,coconut
15.4,10.1,33.2,28.58,92.11,5.81,167.94,coconut
22.3,19.0,28.3,32.52,95.0,6.18,186.21,coconut
24.0,17.3,39.8,29.26,95.0,5.92,180.68,coconut
25.3,9.6,16.8,30.5,94.09,6.5,184.28,coconut
14.9,5.1,24.0,27.55,95.0,6.01,184.55,coconut
25.6,22.4,35.9,28.3,90.58,6.63,181.77,coconut
21.4,19.7,16.2,27.98,84.06,6.01,186.22,coconut
28.7,5.0,34.6,30.58,91.55,6.11,166.8,coconut
17.9,14.5,19.9,28.15,95.0,6.38,184.21,coconut
24.8,12.1,22.1,30.47,95.0,5.82,190.26,coconut
16.2,23.4,18.2,28.55,95.0,5.75,156.43,coconut
34.5,17.3,30.6,29.2,95.0,6.12,182.87,coconut
18.2,13.4,19.6,28.92,88.42,6.17,175.71,coconut
24.4,17.9,20.7,26.98,95.0,6.31,189.57,coconut
31.0,8.9,27.6,27.06,95.0,6.21,163.03,coconut
17.5,23.2,10.9,27.05,87.99,5.89,167.15,coconut
25.2,5.0,29.1,22.8,91.91,5.7,156.78,coconut
20.1,16.8,32.4,30.62,95.0,6.33,166.82,coconut
24.4,27.1,29.0,27.8,93.0,6.15,159.19,coconut
22.9,15.8,26.5,26.89,95.0,6.45,147.49,coconut
18.5,18.4,40.9,29.29,94.24,6.12,150.87,coconut
13.0,5.0,34.6,26.84,92.37,6.16,170.85,coconut
13.8,11.3,27.3,29.0,93.95,5.62,169.33,coconut
13.3,22.1,30.6,28.69,90.22,6.41,161.62,coconut
24.9,16.7,30.6,24.35,91.33,5.68,182.31,coconut
113.1,51.1,10.0,21.32,74.72,6.96,89.5,cotton
109.2,49.6,13.4,22.31,79.39,7.25,69.27,cotton
122.8,49.5,5.9,22.51,74.86,6.9,67.93,cotton
114.0,50.0,23.5,21.46,81.69,7.29,79.73,cotton
114.0,28.0,23.9,24.96,74.26,6.9,79.37,cotton
125.2,41.1,18.4,21.03,75.7,7.05,105.59,cotton
112.3,43.4,23.4,21.6,83.68,7.06,93.16,cotton
109.9,46.0,12.1,23.05,77.61,7.07,81.05,cotton
103.5,45.2,10.6,24.82,72.46,6.91,67.15,cotton
118.4,33.5,13.6,25.28,78.78,7.04,92.75,cotton
120.2,45.2,35.5,28.09,83.76,7.25,63.84,cotton
107.7,49.1,21.9,25.61,78.93,6.82,83.29,cotton
125.9,42.9,23.7,22.88,77.78,6.82,52.12,cotton
107.5,44.8,28.8,24.59,85.75,6.94,68.69,cotton
116.6,45.4,20.6,22.95,75.22,6.94,104.63,cotton
106.0,38.7,14.5,26.4,80.81,7.08,81.03,cotton
117.8,50.9,18.7,22.49,79.89,7.09,84.88,cotton
125.1,44.1,12.1,22.24,76.52,6.87,88.26,cotton
123.4,52.0,17.2,22.45,87.45,7.06,71.63,cotton
117.6,47.0,26.1,26.36,76.57,7.09,79.68,cotton
128.9,36.2,19.7,23.27,79.93,6.55,66.69,cotton
117.8,38.2,5.4,22.18,75.92,7.24,69.87,cotton
106.5,42.6,5.0,21.77,76.54,7.2,81.42,cotton
120.8,52.2,14.1,24.33,81.44,6.48,65.5,cotton
118.4,41.8,10.1,24.92,81.8,6.85,98.32,cotton
113.3,48.5,11.5,24.21,78.31,7.41,76.95,cotton
104.4,45.4,5.0,18.36,80.19,6.89,97.78,cotton
116.0,34.4,27.0,27.46,80.96,7.57,75.93,cotton
113.3,43.7,21.7,25.29,81.29,6.67,76.52,cotton
112.8,44.7,25.8,28.92,80.63,6.79,77.2,cotton
128.2,49.1,5.0,24.19,81.57,6.69,62.16,cotton
127.8,42.7,14.3,21.62,73.52,6.87,76.17,cotton
118.9,33.4,20.0,24.49,84.13,6.79,67.07,cotton
139.6,49.9,15.0,21.38,77.6,6.64,96.98,cotton
114.1,50.0,12.6,26.18,80.41,7.43,90.94,cotton
104.5,43.8,26.5,19.97,78.89,7.46,66.27,cotton
114.2,51.1,16.9,26.29,76.27,7.23,78.32,cotton
105.7,43.1,27.9,22.59,77.38,7.0,61.07,cotton
125.8,42.1,17.5,20.29,81.26,7.01,100.79,cotton
123.8,32.4,22.1,24.33,83.44,7.33,67.58,cotton
105.6,47.5,19.3,24.45,82.89,7.02,68.71,cotton
122.4,37.1,16.1,22.36,74.23,6.98,60.15,cotton
115.0,40.9,16.0,26.1,75.18,6.81,65.13,cotton
125.6,53.1,28.5,26.9,86.15,7.15,92.23,cotton
109.6,42.3,30.4,26.57,81.47,6.68,86.28,cotton
119.4,69.5,5.6,24.58,76.86,6.93,55.41,cotton
119.7,46.5,17.8,24.51,85.46,6.97,87.92,cotton
114.5,42.4,35.2,24.36,85.31,6.99,64.84,cotton
110.3,41.3,17.2,25.66,79.61,7.12,107.45,cotton
110.7,50.1,23.4,23.37,70.71,7.23,57.18,cotton
113.4,41.8,14.8,24.88,80.34,6.34,60.97,cotton
120.2,39.6,19.7,25.47,75.46,7.28,78.71,cotton
99.1,37.1,19.6,23.4,77.35,7.06,76.27,cotton
113.0,41.8,15.8,24.95,77.91,6.8,83.09,cotton
120.8,43.4,24.5,22.72,80.46,7.17,70.54,cotton
122.4,32.8,13.3,26.18,82.56,6.71,79.08,cotton
104.9,47.1,22.4,23.68,78.9,6.33,87.91,cotton
106.8,46.3,11.3,24.39,79.55,6.57,103.55,cotton
114.3,47.0,11.4,25.87,85.11,7.06,97.17,cotton
118.1,45.7,12.3,24.58,82.37,6.8,91.47,cotton
125.6,50.9,20.9,25.14,75.94,7.01,86.98,cotton
113.0,44.7,14.3,22.14,78.88,7.15,94.34,cotton
113.4,43.7,25.1,21.23,83.02,7.05,77.8,cotton
109.2,48.5,28.3,25.28,73.68,6.93,81.74,cotton
130.2,41.9,9.0,24.35,76.27,6.88,87.61,cotton
117.6,38.6,23.2,21.48,78.25,6.79,95.59,cotton
126.0,65.8,14.9,23.76,81.03,7.16,69.48,cotton
122.5,54.3,28.7,24.36,73.59,6.76,93.32,cotton
107.9,41.7,17.9,23.82,79.86,6.82,76.44,cotton
119.4,30.8,5.0,20.65,80.88,6.72,73.65,cotton
112.3,41.9,12.2,20.34,81.33,7.35,79.52,cotton
112.4,47.6,37.9,24.35,79.15,6.89,85.83,cotton
126.2,49.5,24.3,24.54,72.1,6.72,96.87,cotton
122.1,50.8,8.8,24.23,84.7,6.91,89.14,cotton
133.0,37.9,21.8,26.36,81.68,6.77,102.72,cotton
118.4,44.4,25.8,22.35,84.43,6.53,78.3,cotton
117.2,62.9,12.5,26.77,75.85,7.35,85.52,cotton
89.8,47.4,12.8,24.66,80.46,7.37,70.81,cotton
106.5,64.7,20.1,22.08,75.76,7.53,101.52,cotton
122.1,43.7,23.2,22.43,79.42,7.19,95.05,cotton
128.1,47.9,14.5,23.16,83.56,6.51,72.62,cotton
111.3,41.8,33.1,24.88,81.76,6.37,80.02,cotton
124.1,57.5,18.8,22.94,78.21,7.0,84.87,cotton
108.9,40.0,34.3,25.55,78.49,6.64,91.59,cotton
119.3,46.4,14.6,23.08,76.71,6.98,70.82,cotton
110.0,53.6,16.0,23.11,81.44,6.98,77.93,cotton
116.3,39.6,34.2,21.72,79.12,7.0,73.48,cotton
120.2,33.0,15.1,25.98,74.92,6.51,119.76,cotton
133.2,60.0,9.4,22.25,77.46,7.06,100.32,cotton
110.6,55.9,15.0,24.59,86.53,6.58,88.25,cotton
116.7,58.9,19.0,29.83,85.33,6.71,92.45,cotton
139.0,48.9,25.4,23.75,78.7,6.85,80.32,cotton
119.0,49.0,19.8,26.21,74.79,6.71,76.12,cotton
117.7,45.2,28.6,25.76,78.72,6.96,47.07,cotton
109.7,58.4,23.9,21.83,79.1,6.91,61.42,cotton
131.1,48.8,18.4,24.41,76.13,6.55,76.06,cotton
111.6,66.3,19.3,24.58,74.59,6.25,89.68,cotton
118.0,54.1,24.1,21.12,75.72,7.08,83.65,cotton
101.2,43.8,17.5,24.28,77.85,6.43,63.45,cotton
116.9,60.0,25.0,24.75,79.6,6.81,83.58,cotton
70.9,39.6,34.9,23.76,72.57,7.14,167.32,jute
85.7,38.0,41.5,24.98,77.66,6.91,163.78,jute
67.9,36.6,22.4,20.58,70.77,6.29,170.08,jute
85.4,46.1,58.9,22.22,79.05,6.39,163.46,jute
71.6,54.5,34.1,20.67,77.11,6.76,172.21,jute
93.8,38.6,39.2,26.05,82.73,6.73,177.73,jute
70.1,39.5,55.2,23.69,79.56,6.92,176.25,jute
80.3,45.8,53.3,22.56,79.89,6.73,159.18,jute
74.3,43.7,42.9,25.65,82.61,6.83,177.89,jute
86.4,32.8,42.2,20.7,82.19,6.51,178.53,jute
68.1,55.8,35.8,25.33,79.91,6.46,183.17,jute
66.3,40.8,41.6,24.0,69.72,6.67,161.81,jute
101.7,33.0,43.9,24.09,76.77,7.26,194.46,jute
80.7,58.5,33.7,27.48,73.57,6.8,168.57,jute
83.2,50.5,45.0,25.66,81.45,6.91,172.82,jute
76.6,30.5,38.9,25.87,77.76,6.7,171.96,jute
74.1,45.0,28.9,23.99,81.76,6.77,181.23,jute
79.5,58.7,36.0,26.51,78.3,6.35,156.84,jute
80.0,40.7,42.1,28.41,72.39,6.71,169.59,jute
66.1,43.3,34.2,22.95,79.98,6.49,153.41,jute
76.2,38.9,41.8,21.71,80.06,6.64,172.95,jute
64.7,50.2,36.3,28.07,78.4,7.14,167.85,jute
95.3,33.4,48.2,19.99,81.73,7.09,160.81,jute
80.3,52.1,49.6,25.3,81.38,6.54,177.96,jute
86.4,39.8,42.0,23.83,82.9,6.86,179.25,jute
87.8,50.6,40.8,23.1,75.65,6.75,177.31,jute
80.6,56.5,34.8,26.2,85.86,6.75,179.44,jute
67.9,41.9,31.5,24.38,80.66,6.83,179.38,jute
80.9,52.9,41.0,25.01,83.58,6.58,170.88,jute
75.2,43.2,44.0,24.44,87.04,6.83,160.93,jute
71.9,51.3,57.7,24.6,81.67,7.23,179.73,jute
71.3,47.1,44.5,25.28,82.16,7.04,156.22,jute
76.1,53.1,40.7,28.35,85.95,6.89,164.97,jute
96.3,48.0,43.6,24.57,78.56,6.75,168.29,jute
93.1,29.8,26.4,24.19,70.68,6.36,177.31,jute
74.8,49.3,30.4,24.59,82.26,6.54,162.6,jute
87.9,50.0,41.4,27.61,80.93,7.04,179.69,jute
73.8,38.4,42.3,26.18,75.37,6.22,171.74,jute
78.4,46.1,34.8,25.58,83.8,6.73,169.77,jute
70.3,46.2,33.5,26.93,80.1,6.79,182.81,jute
75.2,59.9,50.5,25.58,84.61,6.72,182.78,jute
74.5,58.4,29.2,25.92,81.84,6.85,168.84,jute
89.3,53.1,38.9,23.35,80.29,7.72,159.54,jute
88.2,48.0,46.2,24.63,77.02,6.43,165.27,jute
78.9,45.9,33.8,23.8,77.05,6.6,155.93,jute
78.2,37.8,38.0,26.79,81.75,7.02,165.73,jute
75.3,47.9,42.7,22.57,80.72,6.89,177.16,jute
86.4,45.1,42.4,27.49,77.76,7.44,170.2,jute
82.9,49.2,38.1,26.52,78.87,6.35,179.2,jute
88.2,43.8,44.3,21.86,76.65,7.11,178.34,jute
80.6,35.0,46.9,20.94,74.11,6.3,172.01,jute
77.0,47.6,35.6,27.42,81.42,6.31,164.18,jute
91.6,35.5,27.4,25.93,72.93,6.73,176.06,jute
72.8,51.3,25.4,24.47,80.15,6.78,178.58,jute
83.4,51.5,35.0,23.83,79.61,6.74,187.57,jute
70.2,44.3,36.8,25.0,85.88,6.43,178.39,jute
85.3,52.4,39.2,23.55,73.06,6.73,178.87,jute
70.3,48.1,42.4,25.23,77.06,7.12,152.97,jute
84.4,46.0,31.4,25.42,74.78,6.72,155.68,jute
84.7,29.8,31.0,25.61,78.66,6.83,166.08,jute
65.3,47.7,47.5,25.83,81.3,6.91,165.15,jute
73.4,62.6,39.5,23.57,82.48,6.89,181.74,jute
86.8,39.7,31.9,25.93,77.5,6.58,178.58,jute
67.0,39.7,23.4,24.52,78.49,6.73,178.73,jute
80.1,44.3,33.3,27.03,83.06,6.55,188.77,jute
55.9,36.8,28.8,24.09,84.29,6.54,151.24,jute
78.3,44.7,30.2,22.79,80.32,6.86,168.42,jute
86.1,44.9,52.7,22.6,76.16,6.74,168.85,jute
77.8,48.8,37.0,25.21,85.83,6.24,184.2,jute
75.7,54.8,38.4,25.06,84.89,7.07,198.93,jute
79.2,54.6,49.3,27.49,79.32,6.8,184.68,jute
78.8,41.8,36.9,25.49,77.92,6.65,191.12,jute
68.9,50.9,43.3,22.57,83.45,6.44,185.15,jute
73.0,47.0,43.5,25.03,79.01,6.68,198.1,jute
78.2,54.2,44.0,24.14,79.79,6.72,174.97,jute
77.9,51.8,37.5,25.11,73.65,6.93,176.99,jute
73.6,43.2,61.5,25.41,78.28,6.52,166.55,jute
84.0,41.6,33.1,27.39,84.1,5.85,143.32,jute
68.9,52.3,44.6,26.51,79.26,6.63,170.22,jute
71.2,47.4,28.6,24.44,91.35,6.36,182.12,jute
75.7,39.3,36.8,26.18,75.95,6.96,157.64,jute
67.6,46.0,36.2,23.49,79.84,6.73,195.97,jute
78.8,51.0,32.2,23.77,73.77,6.62,172.0,jute
75.1,35.5,43.0,25.57,79.59,6.91,169.04,jute
95.7,40.7,40.1,23.25,75.36,6.13,183.21,jute
79.0,53.7,37.3,25.29,81.85,6.38,183.43,jute
72.4,42.8,42.6,22.56,82.16,6.93,163.04,jute
84.3,48.5,41.7,26.25,75.96,6.49,164.82,jute
86.0,39.1,38.1,24.98,76.65,6.69,178.65,jute
69.0,56.6,38.2,22.92,85.59,6.67,152.17,jute
73.0,44.8,43.8,24.46,87.06,6.77,189.52,jute
86.8,46.7,51.8,27.1,86.25,6.75,173.85,jute
89.8,50.3,36.7,26.7,74.38,6.14,145.23,jute
76.4,41.8,40.6,24.59,79.49,6.32,175.77,jute
71.4,56.3,28.5,24.69,84.26,6.38,165.78,jute
75.8,50.7,25.3,22.41,84.51,6.72,173.57,jute
97.9,45.1,46.9,29.02,79.22,6.24,166.27,jute
83.7,42.2,46.2,28.61,82.32,6.7,163.98,jute
73.2,49.4,23.2,25.75,84.71,6.86,159.24,jute
75.1,47.2,44.1,24.95,85.41,6.65,156.32,jute
94.0,31.7,39.2,26.7,52.99,6.96,171.52,coffee
111.7,24.9,13.4,24.92,58.92,6.85,166.0,coffee
108.3,23.9,26.7,26.7,56.46,6.23,158.1,coffee
113.3,28.0,38.6,25.79,63.27,6.76,152.27,coffee
109.2,27.8,35.6,23.53,58.62,6.48,147.47,coffee
92.7,33.7,33.2,27.7,55.94,6.42,153.74,coffee
99.2,23.6,31.6,28.28,61.89,6.57,151.33,coffee
119.0,26.6,29.6,25.72,61.7,6.76,151.51,coffee
101.1,27.6,21.6,29.04,53.3,6.85,178.77,coffee
93.8,28.0,38.5,26.17,50.77,6.99,184.47,coffee
102.2,35.1,13.0,28.24,49.01,6.67,148.56,coffee
98.1,23.5,30.2,26.35,63.31,6.92,149.7,coffee
105.3,26.2,16.6,25.73,64.26,6.97,162.46,coffee
91.2,30.5,20.7,24.34,56.81,6.83,153.91,coffee
104.0,50.4,24.9,22.49,55.1,6.27,167.93,coffee
98.5,30.8,28.8,25.68,54.98,6.64,147.17,coffee
99.5,16.7,31.6,25.54,60.07,7.12,161.29,coffee
101.4,41.6,29.3,25.31,63.33,6.72,164.77,coffee
100.1,25.8,26.3,28.63,65.44,6.4,140.47,coffee
113.7,20.6,38.3,23.73,52.05,6.79,161.53,coffee
103.1,33.2,35.7,25.91,55.92,7.0,158.34,coffee
102.1,21.2,18.9,27.44,51.09,6.98,161.08,coffee
95.4,25.3,12.7,25.91,55.77,7.31,151.15,coffee
90.2,19.9,16.7,23.83,58.14,6.44,143.85,coffee
102.3,27.8,27.7,26.02,55.62,6.68,135.81,coffee
101.2,31.4,43.4,20.88,65.36,6.42,142.2,coffee
106.2,30.6,11.3,27.66,58.77,6.0,164.8,coffee
91.5,37.6,40.2,26.11,53.85,6.6,147.42,coffee
101.2,33.5,25.3,23.6,54.15,6.62,147.8,coffee
103.1,28.1,21.4,24.52,64.43,6.5,166.88,coffee
99.4,19.8,26.7,25.76,51.75,6.68,132.07,coffee
102.2,22.4,19.8,23.17,59.38,6.64,167.14,coffee
87.5,31.5,17.9,25.34,59.08,7.17,153.8,coffee
111.7,21.9,37.8,27.56,59.21,6.62,151.51,coffee
98.3,25.3,29.2,23.98,54.46,6.51,152.67,coffee
106.0,33.0,18.3,26.05,58.67,6.45,161.35,coffee
100.0,24.5,26.5,27.65,56.8,6.49,158.93,coffee
92.9,25.1,35.7,23.21,66.53,6.98,149.92,coffee
101.7,22.0,22.9,22.35,56.89,6.38,170.41,coffee
100.1,24.0,22.7,25.36,58.88,6.82,141.69,coffee
99.0,34.2,38.7,23.88,58.89,6.54,180.04,coffee
104.2,28.9,30.6,27.49,55.33,7.2,158.06,coffee
101.4,30.4,24.2,28.93,66.2,6.68,155.58,coffee
107.4,25.8,20.0,25.27,56.46,7.19,165.44,coffee
104.4,20.7,39.2,31.64,58.26,7.19,169.57,coffee
104.3,37.0,27.2,27.38,63.95,6.71,174.56,coffee
108.7,36.8,13.3,27.08,53.35,6.94,182.98,coffee
110.5,22.1,34.5,27.58,54.27,7.16,161.44,coffee
93.6,28.7,38.0,25.86,58.77,6.94,160.18,coffee
